Name,Gender
stifen john,0
saleem,0
virender sehrawat,0
meenu,0
ravi kapoor,0
vikram khatri,0
khetra nath,0
saleem ansari,0
sukhdev,0
ramveer,0
man mohan,0
robert forsis,0
succha singh,0
amir,0
inder lal,0
md.badrealam,0
satish,0
vishanu,0
bhart kumar,0
vedh prkash,0
babu lal sharma,0
amit prasar,0
unknown,0
rohit rawat,0
param,0
ravinder,0
nitin sharma,0
badan singh,0
nand kishore,0
parveen @ puran,0
bhikhari,0
md. hasrat khan,0
rahul,0
chaman lal,0
sunil,0
shamshad,0
rakesh @ sonu,0
sunny,0
farman,0
abhijit singh,0
sandeep kumar,0
vivek shokeen,0
sanjeev ratan,0
mahadev parshad,0
shayam kumar,0
tarun,0
chitprit singh,0
raja ram,0
subham,0
usman,0
shyam lal,0
sachin lakhera,0
jagdish mushar,0
hakimuddin,0
santosh,0
suman kumar,0
ajay kumar @ chautu,0
pahalwan singh,0
chhidu ali,0
surender nath saini,0
leela ram,0
atul,0
susant,0
sunil,0
lalit,0
imran khureshi,0
nikhil,0
parvej alam,0
raman,0
kaushal@lala,0
sarip ahmad,0
pawan kumar,0
arshad ali,0
saddam hussain,0
dharmraj,0
mr. kishan lal,0
hardas,0
hardass,0
pawan kumar,0
nitin kumar,0
devendra,0
anjum,0
vijay kumar,0
israil,0
kalu,0
devesh kadyan,0
dinesh,0
divyansh with father,0
chetan,0
ankit kumar,0
vaibahv,0
ajay,0
rajesh kumar,0
govind,0
ashok kumar,0
vikas,0
kunal kumar singh,0
shrikant manjhi,0
vikash kumar,0
risiraj,0
awedhesh kumar,0
manjeet,0
parveen,0
mohit,0
shivam,0
mahender,0
sanjay,0
shivam s/o,0
gaurav,0
rajender kumar,0
dayaram,0
virender,0
vimal,0
elwin lal,0
raju,0
mahender mishra,0
jaipal singh,0
sunder singh kaintura,0
subash shani,0
vipin sharma,0
gaurav gupta,0
rohaan sadat,0
mohd kamran,0
ankit,0
ramchander,0
rahul dhawan,0
harpreet singh,0
aman kumar,0
ramdev sharma,0
vikki,0
mr. satyanara,0
sheetal prsad,0
akashya tyagi,0
mohit brig,0
manish ghai,0
manoj kumar shrivastav,0
sanjay,0
ganga ram,0
jiwan dhir,0
rajeev,0
ravi kumar,0
abdul rahim,0
manish ghai,0
shashai ranjan shah,0
mohan lal,0
goverdhan,0
lukman,0
amit kumar jaina,0
govind,0
bhudhashen,0
sardeep,0
pawan kumar sharam,0
naveen sharma,0
brijesh,0
nirmal,0
gourav,0
luv kumar sharma,0
netram,0
iswar lal raigar,0
nikhil shukla,0
monti,0
deepak,0
deepak kumar,0
anuj @bholu,0
gourav verma,0
hariom,0
moh.javed,0
raju,0
raj kapoor,0
akshay,0
mohd. firoz,0
shekhar,0
sawali mahto,0
laxman sinsh,0
mho. majid,0
mho. majid,0
satyanarayan darji,0
satyanarayan darji,0
perkash,0
laxman,0
akram,0
niranjan choudhary,0
satyender,0
amit kumar,0
md. saleem,0
naveen kumar,0
vikash malik,0
bhajan lal,0
tek bahadur,0
neeraj sharma,0
tunda urf nathi,0
subhash,0
vinod,0
yash goyal,0
rajveer singh,0
pardeep,0
abhilash @ dabba,0
narender singh,0
mumtaj,0
suhail,0
gahnshyam,0
ramesh chand,0
kuldeep,0
salaman,0
chunnu,0
rinku,0
rohit sharma,0
mohd  ashlam,0
naveen nischal,0
sharee chand @ babu,0
akhlesh paswan,0
mohini,0
allaraji,0
roshan,0
lalit kumar,0
firoj ahmad,0
parveen,0
rajender,0
arun,0
jainab,0
vikas,0
kudeep,0
prem chand,0
tilakram,0
ishant sharma,0
ravinder dhaka,0
jitender singh,0
baljeet singh,0
arsad,0
dayaram,0
swami nath,0
mohd. akhtar hussain,0
sohan singh rawat,0
ramesh  bansal,0
rohit,0
krishna,0
sita ram,0
megharam,0
narender,0
narender@narender bagdi,0
dhiraj,0
noor mohammad,0
rahul,0
rajibul,0
prabhu dayal sharma,0
aakash kumar,0
rajnish gupta,0
varun s/o mahinder pal,0
rijwan,0
ashok kumar,0
vinod kumar,0
mukesh,0
chet ram s/o ram chander,0
jahid,0
krishan kumar,0
rajesh kumar,0
lal singh,0
sanjay,0
shreee mahaverr prasad,0
pawan kumar,0
shri gangabal singh,0
kalu,0
arif,0
shambu dayal,0
parbhat jha,0
rehmat ali,0
ramkhilawan,0
meena,0
dhrampla,0
shiv narayan,0
hiten dev,0
ankit,0
chandru,0
ankus puri,0
shriram s/o lakhan dass,0
abdul samad,0
mohd salahuddin,0
om prakash maheshwari,0
amit,0
shyam pal,0
sunil,0
ravi,0
lallu,0
sonu,0
jeete,0
saurabh,0
deepak,0
umashanker,0
sumer singh,0
moh iqbal,0
ravi rakuwar,0
sunil kumar,0
aamin,0
abhishek,0
sagar goswami,0
pabitra bhoi,0
vicky,0
om prakash maheshwari,0
chandru,0
vicky,0
sam midde,0
pappu,0
bheem mukhiya,0
jagdish kumar sagar,0
deepak aggarwal,0
amit,0
mukesh chand chaturvedi,0
amit kumar,0
raj dev singh,0
rohit,0
vikash kumar,0
sudhir,0
rahul,0
rajesh sharma,0
praveen,0
bhagwati prasad,0
aamir,0
aamir,0
vasim,0
pramod tyagi,0
madanlal,0
jaipal singh @ manoj,0
raju,0
ajay,0
sahil,0
nadeem s/o shahanshah,0
abhinay,0
aanand kumar,0
abhishik partap singh,0
pankaj kumar,0
pawan kumar,0
sanjeev,0
ramesh kumar,0
roop singh,0
balveer sing chawla,0
perveen kumar,0
sanjay yadav,0
vivek raj,0
nidhi,0
neeraj jain,0
akhlesh @ babloo,0
jai kishan,0
kamal kishor saini,0
himansu,0
parmeshwar das,0
kartik das,0
abhishek,0
mohit,0
kantil lal,0
siraj,0
jagdish,0
shankar lal verma,0
vinod kumar,0
pradeep kumar,0
ram kishan,0
rahul kumar tiwari,0
pawan,0
suresh chander,0
raju singh,0
mohd. kaif,0
praveen kumar girdhar,0
santosh,0
raju,0
jatin sharma,0
hemant,0
ujjwal kumar @ bittu,0
nagaji,0
rahul,0
abhaysingh,0
mohd. vashim,0
dharmveer singh,0
kalla,0
anish ahamad,0
vikrant @ vicky,0
deepak,0
pooja,0
suresh  kumar @ munna,0
rinku,0
deepak tomar,0
dinesh,0
bablu singh,0
shardha nand,0
insaf ali,0
tuka ram maruti ghonde,0
viney,0
deba prasad,0
naseem ahmed,0
amit,0
shaubha ram,0
abhay papnoi,0
shahid,0
bhotra,0
aalam singh,0
parmod  kumar,0
amir hussain,0
rahul,0
vicky,0
gulshan chadda,0
upender narayan jha,0
aslam,0
mani manohar  prasad,0
ajay,0
idrish ali,0
sahbuddin,0
maatwar singh,0
santosh kumar,0
vijay,0
lalit pandey,0
shaulal,0
istkhar ali @ shanu,0
sudesh kumar @ suresh,0
pankaj yadav,0
ranjeet  kumar,0
vijay,0
ravi kumar batra,0
surinder singh,0
dinesh,0
mahesh,0
gaurav,0
sunil gurjer,0
rajesh tiwari,0
shakir,0
akeel,0
mithun kumar,0
syed arafat husain,0
pawan kumar,0
raja,0
vishnu,0
vinod @ raju,0
ashok kumar,0
sameer,0
pawan,0
aditya arya,0
satish,0
himanshu mahajan,0
manoj,0
ramanand tyagi,0
sandeep,0
ravi arora,0
nasrul,0
ramesh singh visth,0
bijender,0
ankit kumar,0
vinod kumar,0
hemant kumar,0
aditya,0
arun singh,0
paras chawla,0
mukul sharma,0
parvesh@pankaj,0
harsh vardhan sharma,0
bhalaram,0
ritesh,0
rekha,0
sachin,0
sonam,0
rampaal,0
laxmi narayan malpani,0
rajesh sharma,0
surendra,0
praveen,0
parveen kumar,0
saurab,0
hanif khan,0
nitin,0
sagar,0
ashwani,0
veer singh,0
dilshad,0
dineesh khatik,0
surjeet singh,0
rahul,0
saif,0
veerander,0
om beer singh,0
virender,0
pyare lal,0
sonu@akil,0
ankit,0
sonu@akil,0
sunil kumar,0
raju khan,0
gopal,0
babu lal yadav,0
sunil gujar,0
parmjeet rai,0
ilayat mudda,0
pawan kumar,0
upender dass,0
azad hussain,0
sunil kumar,0
abhishek,0
sablu,0
parashram,0
himanshu,0
deepak,0
dayaram s/o madan lal lohar 28 years r/o madanpura,0
devanand kushwaha,0
narendra singh,0
pravin kasana,0
sonu,0
furkhan,0
tinku,0
amar,0
mayank,0
vinod kumar,0
ishwar singh aggarwal,0
kalyan singh @kallu,0
rahul,0
shyam sunder,0
abhishek,0
rajesh kumar,0
pintu saini,0
satish,0
ramu,0
babu lal yadav,0
khadak singh,0
gautam,0
om prakash,0
prakash gupta,0
ajit singh,0
surender @ prince,0
satpal chauhan,0
sedarath,0
sukhbir tanwar,0
virender,0
bhajan lal,0
jagdish sharma,0
raju gharami,0
mohd. almas,0
raja muttu,0
vasa ram,0
shankar lal,0
libin lukkha,0
laukush @banti,0
shanu,0
ram chander,0
baccha singh,0
ajit singh,0
rakesh alias kalua,0
bhupender pal,0
rudhra pratap,0
ghaseeta ram,0
vipul vats,0
vijay,0
pawan,0
parkash kumar,0
shokar khan,0
arun kumar tiwari,0
surender @ manoj,0
jittender,0
mohd. arman,0
harish kumar,0
ram narayan,0
sunil,0
mohd. ajim,0
abhishek tiwari,0
yogender choudhary,0
tinku singh,0
amar deep gupta,0
saroj kumar,0
sandeep kumar,0
ramprasad @ ramu,0
rajeev gupta,0
mahadev @ dalip,0
deepak,0
ajay,0
kamal,0
naim,0
rvindra @bablu,0
banshi lal,0
parmod s/o  ganga shran,0
mohd jaid,0
dinesh,0
tisar parasar,0
rishi,0
ravi,0
mukesh kumar,0
anil,0
manish,0
omparkash,0
miha singh,0
rajendra singh,0
ranjeet,0
sushil,0
rakesh soni,0
abdulla,0
ramniwasj @ pintu,0
shyam lal gupta,0
naresh kumar,0
sonu,0
smt ashan,0
braham singh,0
hisham singh,0
sitare,0
monu,0
imran,0
dolat ram,0
deepak kumar,0
gaurav,0
viccky,0
raj kumar @ kale,0
harish,0
naveen kumar pandit,0
dinesh,0
saurabh beeryani,0
rohit beeryani,0
mo. firoj,0
sunil kumar,0
panchhi ramji,0
prabhatyashi urf harsit,0
gopal lal meena,0
trilok chand,0
rohit @ nikki,0
danish,0
mayank sharma,0
rajesh mehra,0
chandki ram,0
veer singh,0
aman singh,0
harpreet dham,0
sanjay,0
jahir ahmad,0
rakho hari,0
narhasi dass,0
mokida,0
rinku,0
poonam,0
santu & ramesh,0
rajesh patra,0
munnawar ali,0
ajay kumar,0
ashok kumar,0
ashok kumar,0
kunda swami,0
noori,0
dilip singh,0
naresh garg,0
ramdin,0
roshan,0
manish panday,0
baccha prashad,0
aanil yadav,0
deepak,0
ved kumar yadav,0
mohd mukeem,0
raghbir,0
vinod kumar,0
raghbir,0
sandeep,0
ramdyal singh @ faaggu lal mehto,0
mukesh singh,0
narender kumar,0
ramdyal @ faggu lal mehto,0
pardeep kumar mathur,0
vijay,0
ramkumar,0
dinesh kumar,0
ratan  lal,0
yogesh,0
parveen,0
shiv achariy,0
pravesh,0
kamal@ kala,0
ramkumar,0
heeralal,0
harpal kishan,0
bablu,0
udit,0
bhagwan dass,0
harish kumar,0
raj kamal,0
ashu,0
harwindra singh,0
nand ram,0
pawan kumar,0
krishan lal arora,0
shivram,0
amit kumar,0
ramswrup bhatya,0
manish,0
laxmanram,0
jai parkash,0
ritik,0
jamshed,0
devinder sunar,0
isthar @ nanna,0
avnish kumar,0
sunil,0
kisori lal,0
moshad ali,0
viresh,0
dharmender,0
sahdev mishra,0
umardaraz,0
shamshudin,0
subhash,0
prem ranjan benerjee,0
ravi kumar,0
ravi,0
parveen kumar,0
abhishek,0
nathuram,0
mohd. farvej sha,0
prakash,0
nand kishore,0
gudiya,0
abhishek,0
neeraj kumar,0
som nath,0
anil,0
vikram,0
shahboob,0
firoz ahemad,0
ajay,0
hanuman,0
benu malakar,0
tulsi sharma,0
agrej kumar@ ajay,0
al0k awasthi,0
amir,0
hari dutt,0
balwant singh,0
noor hassan,0
abishek kumar,0
sardar santbir singh,0
abdul ananula khan,0
raja ram,0
praveen kumar pal,0
kanda swari,0
shaboob,0
gurubaksh,0
shani,0
ankit,0
mukesh kumar,0
arvind,0
subhash,0
suraj,0
sonu,0
deepu,0
rocky,0
pankaj,0
mohd.mujefir,0
danish ahmad,0
panna lal,0
kifayat tula khan,0
sahil,0
yogesh,0
vishal,0
faisal,0
shri gulshan kumar,0
ram ji gupta,0
sandeep,0
ajay kumar,0
raju mahto,0
vinod kesri,0
ramgopal singh,0
harish,0
yudhbir,0
gaurav,0
aman sharma,0
bagwan das,0
jagan,0
vaibhav,0
sanjay,0
ravi,0
prem lal,0
mahkar,0
naimuddin,0
vikas s/o akhilesh,0
ramveer,0
dharampal,0
jaisigh,0
shahir,0
rajesh sharma,0
uma shankar soni,0
abhishek kumar,0
ashish,0
subesh,0
brijesh,0
sunil kumar,0
vazid,0
mohit,0
brijesh,0
ruksar kausar,0
pappu,0
rajiv,0
ajit,0
raju khan,0
parven,0
nathu singh,0
arun dabas,0
madhu,0
kundan,0
sugar singh,0
firoz khan,0
chandar mohan,0
baliram khanak,0
hareshwar prasad,0
naveen,0
anuj kumar,0
vinay kumar,0
narayan singh,0
faizal hussain,0
abdul kalam,0
akash,0
sudhir,0
baljeet singh,0
dinesh @ chaund,0
bulad akhtar,0
madan pal,0
deepak,0
fakir singh rawat,0
arjun,0
charan singh @ minchu,0
girdhari,0
mohanram,0
shamshad,0
sachin,0
kasim,0
jeesan,0
rajesh,0
shahbaz,0
sahbaj s/o latif musalman,0
rajat gupta,0
mahender,0
nanhe lal,0
wasim,0
ashok kumar,0
sachin,0
vasim,0
praveen kumar,0
alok singh,0
rajbir singh,0
dalchand,0
mohit kumar,0
ansal topo,0
vinos kumar,0
terence nameirak pam,0
attar singh,0
mithlesh mishra,0
bilal,0
nannu ram,0
bablu pandey,0
nitin,0
surja jat,0
rajender,0
joydeep singh,0
amit kumar singh,0
balwant,0
kamil,0
pushkar,0
dhreej,0
sanju,0
manoj kumar khurana  alongwith e-rickshaw,0
sandeep alongwith auto,0
sakir ali,0
himanshu,0
montu,0
gurjit singh,0
lokesh,0
moh irfan,0
jgdish sharma,0
jitender @ jeetu,0
jagmohan,0
vinod kumar @ vinnu,0
mooldan singh,0
babu,0
raja,0
surender,0
ratan lal sharma,0
mohd. haider,0
kaleem,0
vicky,0
manish,0
amit,0
ankit@udai,0
mohd. firoz,0
hisamuddin,0
rajiv,0
satish kumar,0
rambir,0
ramlal nath,0
ganpatram,0
pooran chand,0
heeera lal,0
devanand,0
abu talha,0
istyak,0
saieman,0
redhema munde,0
bhajju ram,0
ramdev,0
ct b sathya murti,0
tarun @ monu,0
vijay kumar,0
ravi,0
suraj munda,0
gaurav kumar,0
samer bahadur,0
bhagwan nishad,0
shubham thapa,0
anantram,0
shubham thapa,0
tarun @monu,0
dilshad,0
neeraj,0
pannalal,0
sikandar sahu,0
aphasana  & mukesh & narendra,0
bitto kumar,0
rajiv chawala,0
sunil,0
vikram @  vicky,0
sanju,0
nadim,0
sharukh khan,0
rijwan,0
mohd farhan,0
budhan,0
riyasat ali,0
bhulan kumar,0
rajeev kumar,0
suraja ram,0
rohil,0
rajendra chourasiya,0
anand,0
gulab nabbi,0
yashpal nagpal,0
varun kumar,0
hritik methews s/o rainlad methews,0
ranjeet singh,0
mahesh saini,0
sameer,0
naveen rastogy,0
daya anand,0
ali ahmad,0
prince singh,0
deepak gupta,0
jamad ali,0
jamil,0
amol mishra,0
ramjeet,0
kailash,0
ved prakash,0
kaushal kumar,0
sidharth vermani,0
md zahid,0
sandeep verma,0
manmeet kumar,0
chitra,0
arun,0
moh suhel,0
ravinder bahadur,0
shri rameshwar lal,0
ramlal,0
pramod kumar,0
mukesh  @ munna,0
sahil kumar,0
sadab,0
abhishek,0
waseem,0
yusaf,0
kamal kishor bairva,0
vinit kumar,0
injmam akhtar,0
anup singh negi,0
raghav sharma,0
raghav sharma,0
khushi ram,0
khusbu,0
satya narain,0
chander shekher,0
suresh @raja,0
prashant jain,0
aman @ deenu,0
neeraj,0
kamleshwar kumar,0
vijay pratap,0
surjit,0
himanshu dagar,0
mul chand,0
mukesh kumar negi,0
hariom,0
satyam,0
subham,0
rohit kumar,0
arjun kumar jaiswal,0
naseem,0
akbar,0
ujjair,0
shivam rajpurohit,0
naushad,0
pawan,0
sundar singh,0
akash,0
devender singh @ guddu,0
zuveb,0
avinash kumar,0
fazaz khan,0
satish chand jain,0
prabhu dayal,0
krishan,0
rasul,0
sandeep narwal,0
vipin thakur,0
chom singh,0
rakesh kumar,0
sahil,0
suman chaudhary,0
pankuj bansal,0
raju kumar,0
chosh singh,0
vicky,0
rajender singh rawat,0
gauri shanka,0
rashid ahmead,0
bhani ram,0
kanchi sing,0
bablu jagdish,0
gurbachan singh,0
ramavtar,0
vikas thakur s/o hari thakur,0
mohit,0
sohil,0
azad,0
vijay kumar,0
arman,0
ashish,0
md. arman,0
sonu kumar,0
pramod,0
lokesh kumar,0
lokesh kumar,0
dalip,0
vishal,0
pooja,0
gopal singh,0
mohanlal,0
kailash chandra,0
pyare lal,0
nitesh,0
tanuj kandpal,0
raj kumare,0
subham,0
shambhu jha,0
inderpal,0
nipun rathee,0
md shahnawaz,0
mohd. gulfan,0
nikita,0
virendra singh,0
sandeep,0
khalidur rehman,0
tohseeem,0
kasim,0
parmod,0
kalua @ mukesh,0
pawan lakhwani,0
yograj,0
naresh sabarwal,0
akshay kumar,0
akshay kumar,0
varun jangra,0
dauad beg,0
vansh,0
md aagad,0
deepak,0
shahnawaz shah,0
manish garg,0
harish batra,0
suresh kumar,0
irfan salmani,0
amarjeet,0
tajinder,0
balwant singh,0
mangilal kumhar,0
vinod kumar meena,0
shri dhan singh,0
sarves,0
rookmani,0
gourav mital,0
bhajan singh rodhan,0
brijesh kumar @ ajay kumar,0
hari chand,0
mukesh kumar,0
nitesh,0
vijay kumar,0
kapil,0
nirmaljeet singh,0
vijay nepali,0
ajay kumar,0
ashok,0
chandan,0
vijay kumar,0
sanjeev kumar,0
monu,0
akash,0
umesh s/o suresh,0
laxman dash,0
rakesh kumar,0
kamlesh,0
sonu,0
muslim,0
ram veer,0
sunny kumar,0
vinod kumar,0
ankit sharma,0
sunil kumar,0
manphool,0
jimi pal,0
shanker,0
umardeen,0
shyam rana,0
dhan singh,0
narendra singh,0
ram sawer,0
kapil,0
arti,0
mohd. habib,0
rajendra singh,0
manoj  vajpay,0
sanjeev,0
varun anand,0
rajesh mandal,0
moh. ali,0
santosh,0
guluram urf chutararam,0
manisha devi,0
mukesh,0
raju  sonker,0
hari singh,0
shri ram,0
balbir,0
kunod kumar ray,0
satendra singh,0
gaurav kumar @ sonu,0
dinesh kumar sharma,0
joginder singh,0
ali warish,0
manoj kumar,0
pravendra,0
kuldeep,0
doulat singh,0
omprakash,0
kartik,0
rajesh @ kalu,0
puneet chawla,0
amit kumar,0
vishal atre,0
manish @ annu,0
parvinder,0
mohar singh,0
vivek @ vikki,0
vinod kumar,0
anurag verma,0
bake lal,0
sunil kumar verma,0
manoj kumar,0
munna,0
prahlad,0
gaurav maheshwari,0
bharat nirvan,0
sahlesh kumar,0
dinesh kumar,0
rohit bairagi,0
ved parkash,0
amardeep,0
sajid hussain,0
tapish  chorasiya,0
om prakash tyagi,0
satyanarayan,0
punit sharam,0
ramesh chand,0
sokat,0
mr. mahendra singh,0
kuldeep singh,0
mukesh kumar,0
gugna,0
bhawan singh gusain,0
mohd haseef,0
dabbu,0
sajjan,0
lalit kumar,0
ashu,0
abhishek sharma,0
gulfan,0
satpal,0
madan kumar chaudhari,0
sonu,0
sanjeev kumar,0
ram das gupta,0
vishesh,0
ravi bhushan,0
kuldeep singh,0
devender singh,0
sundar,0
sachin bhavi,0
bhupendra @monu,0
radhyshyam,0
vishal anand,0
dhram raj,0
deepali,0
manish @ annu,0
shivam shkula,0
anil kumar,0
arvind kumar boyat,0
vickey singh,0
rajeev kumar,0
dharam raj,0
arnabjit mukherji,0
raju,0
dharmpal,0
sanju,0
mahasingh,0
harikishan,0
abid,0
lalit,0
duraga prashad,0
akash rajput,0
hem singh,0
abhishek kapor,0
chandra mohan saden,0
manjit,0
shiv kumar,0
sanjay,0
mahkar,0
rajesh,0
mukesh mandal,0
krishan pal,0
salim malik,0
kamal kishor soni,0
niraj,0
mohd. sikender s/o,0
harish chand,0
kapil,0
vijay thakur,0
ashok sharma,0
shamsher  singh,0
mohd aashiq,0
nosad,0
tejpal sharma,0
karmbir,0
dhiraj panday,0
shadhik alli,0
nishal,0
vishal,0
pooja,0
mansoor alam,0
rajkumar khanna,0
arshad khan,0
gorav,0
babram,0
vijay kumar ghai,0
sarfaraj,0
prakash chand,0
amit verma,0
satveer,0
monu,0
jai parkash,0
hanny,0
ashok,0
mohd. javed khan,0
babulal,0
ankur@ joni,0
raj kumar,0
dhamender s/o nandu,0
vibhash s/o,0
ram janm,0
raju,0
pawan,0
ramesh dubey and his son anoop debey,0
damodar prasad,0
kamal urf babu,0
santosh kumar,0
abhishek  sharma,0
vinod kumar jain,0
shambhu lal,0
sadur rahman,0
vijay kumar,0
ramsawroop,0
bindu,0
rajesh kumar pal,0
ravinder,0
himansu,0
ct. shyam lal,0
mohd wazir,0
pavan kumar,0
vikas aggarwal,0
bulet singh,0
laxman singh,0
akash,0
ankit,0
sunil keshri,0
sanjeev @ sonu,0
manjit singh,0
sanjeev goswami,0
jadu nath,0
manoj,0
devanand tripathi,0
amit singh,0
badrulla,0
rama ram,0
sanjay @ rajender,0
neeven kakkar,0
mohan,0
yash sharma,0
pokhar das,0
vinay,0
sanjay kumar,0
dhanpat ram,0
vikas kumar jha,0
vinod kumar,0
mukesh s/o rate ram jat r/o asodha b/garh,0
satish,0
manoj kumar,0
kartik,0
ratan  @ sushil,0
rambhul,0
rakesh,0
smt sangita,0
deepak,0
vikash,0
hani,0
hani,0
mangta,0
chandra shekar,0
anil,0
neeshu,0
tarun yadav,0
mahaveer singh,0
inderjeet,0
sanwar lal,0
gouri shankar,0
suraj @ sonu,0
santosh kumar panday,0
anish bansal,0
manish malhotra,0
ravi,0
pritam kaur,0
manish ahuja,0
manish kumar,0
ramesh,0
kushal,0
chand,0
ramesh,0
harish kumar,0
ram partap singh bhandaree,0
kaishav,0
sanjay,0
hanish khan,0
rahul kumar,0
imran,0
shankar uppal,0
jawahar lal,0
ashok paswan,0
satender,0
vaseem,0
ram lal dangi,0
tulsiram,0
mukesh kumar,0
harbhajan singh,0
roshan lal,0
ankit,0
devender singh rawat,0
joy kashyap,0
piuesh,0
gautam viviek  @ anil,0
gurpreet singh,0
pyare lal,0
prdeep,0
wiliyam,0
sushail singh,0
dinesh kumar,0
amrit,0
anuj,0
nikhil,0
samsudin,0
ram sanjeevan,0
kalicharan,0
rohit jain,0
shakti singh,0
mohit kausal,0
ramesh,0
pradeep aggarwal,0
subhash vharma,0
akshay kumar,0
sanjay bhalla,0
surajbhan,0
gajender singh,0
aatam parkash,0
prakash chand meena,0
brajendra singh,0
chandra sekhar,0
vasim,0
narender sharma,0
gopal,0
naresh mehta s/o hansraj mehta,0
satish kannaujiya,0
avdesh kumar,0
dharmender,0
rohit,0
jakir hussain,0
ajay halder,0
pawan singh,0
shankar verma,0
noor alam,0
kalu ram,0
tushar,0
mohammad saraj,0
sachin,0
virender singh,0
virender,0
guddu,0
rahul,0
kishor ahuja,0
shri parkash,0
nikhil chauhan,0
gautam,0
man mohan mehta,0
mahraj,0
bheem singh,0
rajkumar,0
hari om,0
amandeep,0
deepu,0
chinu,0
vishal kumar,0
dhanraj,0
akash,0
sonu,0
jayshing,0
pavnesh,0
suraj,0
radheshyam,0
satrudan,0
arjun,0
gopi nath  haldhar,0
sagar,0
sushil kumar,0
lalit,0
jaswant,0
sujit jha,0
gorav,0
dharamender,0
ramdas,0
vikas parshad,0
shivam,0
vijay pal singh,0
gopal krishan,0
nijam,0
sohanlal,0
vipin kumar,0
noor shahid,0
smt sonam,0
amar bazaz,0
kiran pal singh,0
arvind @ arun,0
vitan,0
rahul,0
parvinder singh,0
saheb raza,0
shakil,0
monu@ neeraj,0
arjun,0
krishna giri,0
nawab,0
rahul,0
shahid,0
harshit,0
harpal singh negi,0
devendra,0
akash meena,0
jaswant,0
annu,0
sunil gujar,0
munna kumar,0
sushila devi,0
vishal,0
harish uniyal,0
prakash,0
nandram,0
rajendra singh,0
sanjay,0
raju,0
taar babu,0
abhinash chauhan,0
nitesh,0
juhi,0
rakesh kumar,0
mahavir,0
prashant mishra,0
sunil,0
jitender@ monu,0
yatin @ attu,0
khajan singh,0
manohar lal,0
aman,0
prince,0
naveen singh,0
sanwar lal,0
kalwant singh,0
jhaban,0
devender,0
gyan prakash,0
chhinderpal,0
bishan,0
badan singh,0
sumit tiwari,0
rahul shukla,0
aavesh kumar,0
deepak,0
jaijairam,0
kumari sona,0
nitin,0
vinay @ niku,0
ramnath,0
dhannu,0
firoj,0
parminder singh,0
sanjay kotari & wife dimple,0
aslam,0
laliya,0
himanshu dedha,0
vijay kumar,0
hardik yadav,0
sanjay,0
nadeem,0
rajender prasad,0
kauslender  singh,0
abhishek  @ kakku,0
aftab,0
mohd saddam,0
gopal,0
harsh kumar,0
durgpal,0
manav,0
sarafat,0
amit,0
raju ninama,0
joy amal,0
vijay anadn,0
vishal bhandari,0
tushal bhandri,0
aakash sharma,0
vishnu,0
chandan,0
rakesh kumar,0
vikky,0
shaswat roy,0
umesh,0
gulshan,0
mohd abusala,0
nawaz sarif,0
ankit,0
sunil kumar,0
uday,0
deepak,0
jaiveer s/o mansa ram,0
"amjat ,najru",0
shelendra,0
puspender,0
gaurav kumar,0
kaval raj kapoor,0
anil kumar,0
yash,0
jatin,0
raj kumar,0
shiv bhola @ sanjay,0
mahroj ali,0
waseem,0
ravi kumar,0
suresh kumar,0
mohd azad,0
raj kumer,0
rakesh kumar  bhardwas,0
neeraj,0
ganga sahey,0
devendra,0
girish,0
raj kumar,0
dharamvir,0
ram shakal,0
sanjeev kumar,0
sri-suraj negi,0
sanju,0
sukhveer singh,0
pushank,0
manjeet singh,0
purnmal,0
aamil,0
ranjeet s/o mohan paswan,0
sukhmit yadav,0
mahesh kumar,0
alam,0
rahul kumar,0
vipul kumar,0
suraj,0
rahul,0
suresh kumar,0
kamal kumar @ guddu,0
munna lal chohan,0
ravi,0
utam singh,0
ganesh,0
jaideep,0
vishal @ vissu,0
chetan,0
laldhari ram,0
babu,0
bhahadur,0
wakar ahmad,0
ishwari prashad dube,0
amir soyal,0
sandeep larse s/o dashrath larse,0
shivram,0
sunil,0
mool chnad,0
adil,0
dilshad,0
raju,0
nitesh,0
dilip singh,0
balbir singh,0
usman khan @ babloo,0
raju lal,0
jugender khetpal,0
ganesh malik,0
chandan kumar,0
samayddin,0
mahinder singh,0
jeenat d/o,0
sumit verma,0
vijay pal,0
ramprasad sodani,0
satish kumar bhatnagar,0
narander,0
mobin,0
mukesh chaudhry,0
chandan adiwasi,0
ram ayodhya,0
mr.bhagchand,0
sonam w/o kanhiya gurjar,0
jairam and choti mali,0
pankaj,0
vishwanath mehto s/o,0
ojas,0
samim malik,0
rohit singh,0
gaurav,0
prem singh chauhan,0
davender dass,0
mukesh,0
suraj @ pinku,0
ashok kenoor,0
pawan,0
karan kumar khatik,0
jitendra kumar,0
baggusingh,0
diwan singh,0
hari singh,0
sushil kumar,0
mohd haider,0
mangelal,0
warnakulasuriya erancis fernando,0
warnakulasuriya erancis fernando,0
warnakulasuriya erancis fernando,0
deepak kumar,0
rohit kumar,0
guljar,0
raman verma,0
nazir ahmed,0
upender singh,0
amar singh,0
amar singh,0
vijay kumar,0
ompal,0
desh raj,0
rup lal,0
shaymu meena,0
rohit,0
sadik ali,0
jagdish,0
raj kumar  (chotu),0
ram jiyavan,0
prashant,0
rajeev giri @ raju,0
deepak,0
